id,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,target
50617,0,1,0,0,0,0,2,0,0,0,2,0,10,2,0,0,2,0,2,1,0,0,0,14,0,0,1,0,0,0,0,3,0,1,0,0,0,2,2,0,1,0,0,0,1,0,0,3,0,1,0,0,0,1,0,0,1,5,0,0,0,1,0,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,Class_8
22439,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Class_3
32462,0,0,1,0,1,0,0,1,1,4,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,18,0,0,0,0,0,1,1,0,0,0,0,7,6,0,0,0,0,6,0,2,2,0,1,1,0,0,0,2,4,0,0,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,Class_6
50529,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,10,0,0,0,2,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,Class_8
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
46072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,Class_7
42076,0,1,17,3,0,0,0,0,0,0,8,0,1,1,1,5,0,0,0,0,0,2,0,2,0,4,9,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,Class_6
57133,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Class_9
11455,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,Class_2
12182,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_2
53834,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Class_8
7171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,5,0,0,0,0,0,Class_2
57119,5,0,0,0,0,0,1,2,3,2,0,2,0,0,0,2,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,2,1,2,1,1,3,0,0,0,1,0,0,4,0,0,0,1,0,2,0,0,3,2,0,1,0,0,38,0,0,0,0,1,0,2,29,0,0,2,0,0,4,4,1,4,0,0,1,1,0,0,0,0,3,4,0,0,0,3,0,1,0,Class_9
16758,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Class_2
15050,1,0,0,0,1,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
52177,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,1,0,2,0,0,0,8,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,2,0,1,0,1,0,2,8,1,4,1,0,0,1,0,0,5,0,2,0,0,0,0,13,0,0,0,1,0,0,1,1,0,0,Class_8
37873,0,0,26,9,0,0,0,0,1,0,17,1,1,1,0,3,0,4,0,0,3,5,1,0,0,5,18,2,0,0,1,0,0,0,1,2,0,1,0,3,0,3,0,2,0,20,0,0,0,0,1,2,0,19,0,1,0,0,0,0,2,3,0,0,2,1,0,0,0,1,0,1,0,3,0,1,0,0,0,7,0,1,0,0,0,0,0,2,0,0,0,0,0,Class_6
3604,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,8,0,10,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,Class_2
47832,0,0,0,1,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,0,0,0,0,1,14,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_7
4636,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,Class_2
2993,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Class_2
52476,0,4,0,0,1,0,1,0,0,0,3,0,1,7,0,1,0,2,0,11,0,1,0,7,0,0,0,0,1,0,2,0,4,0,7,2,0,5,0,2,0,2,0,1,0,0,0,0,1,4,0,1,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,4,2,0,0,2,0,2,0,0,0,0,0,0,2,0,4,0,0,0,0,13,1,0,0,Class_8
30590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_5
45696,4,0,0,3,0,0,4,0,2,12,1,0,2,0,0,2,0,2,0,0,0,3,0,15,2,1,0,0,2,0,0,6,1,2,0,0,0,13,8,0,6,1,0,5,2,1,0,3,2,6,0,0,7,7,2,1,0,0,2,4,0,1,20,0,6,2,2,0,1,23,1,1,1,0,6,1,0,0,8,2,4,0,0,0,1,23,0,0,9,0,0,0,0,Class_7
57149,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Class_9
8356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
34420,0,0,12,5,0,0,0,1,0,0,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,12,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,5,0,0,1,0,0,1,0,11,0,1,0,1,0,0,1,1,1,0,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,Class_6
42018,1,0,10,7,0,0,0,0,0,0,14,0,2,0,0,1,0,1,0,0,1,1,0,6,0,1,6,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,8,0,1,1,15,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,Class_6
12559,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,2,3,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Class_2
44719,0,0,7,1,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,5,1,0,5,0,1,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,9,1,0,0,0,0,2,0,8,0,0,0,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,Class_6
59984,3,0,0,0,0,0,0,0,1,0,0,0,5,1,0,3,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,1,1,0,0,6,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,3,1,2,0,0,0,4,0,Class_9
61172,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,1,0,18,0,0,3,0,0,0,0,21,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,Class_9
36755,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,Class_6
26527,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,Class_4
15460,4,0,0,0,0,0,0,0,0,0,0,2,1,15,0,6,0,1,0,1,1,2,0,0,7,0,0,1,0,0,0,0,4,0,0,1,0,0,0,19,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0,1,1,5,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,Class_2
42757,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1,2,8,0,0,0,0,1,0,1,0,0,0,2,2,0,1,0,0,0,1,0,3,0,0,0,7,1,1,0,2,1,2,0,0,3,0,0,8,0,1,0,1,1,0,6,0,2,0,0,0,1,1,2,6,0,1,1,0,0,0,12,0,0,0,1,0,2,1,0,0,2,Class_6
7619,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,Class_2
19993,1,0,0,0,0,0,0,0,0,1,0,1,0,0,20,7,0,1,0,1,0,0,0,0,5,0,3,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,3,0,13,0,0,0,0,0,0,4,0,1,0,0,0,6,8,1,0,3,0,0,0,0,Class_3
31110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_5
30346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Class_5
45567,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,2,0,7,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,4,0,1,0,0,0,1,0,0,0,0,0,15,0,0,1,0,1,4,0,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,Class_6
42320,0,1,1,2,1,0,0,0,1,0,8,0,0,2,0,7,0,0,0,0,1,0,0,0,0,1,8,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,1,0,3,0,0,0,1,0,0,7,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,5,0,0,0,0,Class_6
21850,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,3,0,0,0,0,0,Class_3
38414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,5,0,3,0,0,2,0,0,0,0,1,1,0,7,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,Class_6
40266,0,1,9,6,0,0,0,0,0,0,9,1,0,0,0,2,0,1,0,0,0,1,0,1,0,5,4,2,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,2,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Class_6
35243,0,0,10,1,0,0,0,0,0,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,4,0,2,1,0,0,0,1,22,2,3,0,2,0,0,1,2,0,0,0,1,1,0,0,2,0,1,1,0,1,0,0,0,0,6,1,2,0,0,0,0,0,0,1,0,0,0,0,Class_6
20996,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,1,0,0,0,0,0,0,Class_3
46045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_7
32169,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,Class_6
58550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Class_9
40960,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,5,1,1,2,0,0,0,0,0,0,4,1,0,0,1,0,0,5,1,0,1,0,1,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,6,Class_6
45982,1,0,2,2,2,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,5,3,4,0,0,1,0,0,1,0,2,0,0,0,0,2,3,1,0,1,1,2,0,0,2,0,2,10,0,1,0,5,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,11,0,6,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,Class_7
1454,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0,0,0,0,1,1,0,1,Class_1
7427,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,Class_2
19722,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Class_3
46236,2,0,0,0,0,0,3,1,0,22,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,10,0,0,1,3,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,7,0,1,0,1,0,1,0,0,5,0,0,0,1,0,1,2,1,2,0,0,1,0,0,Class_7
35447,2,0,1,0,0,0,0,0,1,2,1,0,0,2,0,0,0,3,1,0,0,6,4,12,1,1,0,0,0,0,0,13,0,0,1,2,1,2,0,0,1,7,0,6,0,0,0,5,0,1,0,0,0,3,1,1,0,0,5,4,0,2,1,1,1,1,12,0,0,4,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,3,24,0,0,0,0,0,37,Class_6
39004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Class_6
55211,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Class_8
43631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,4,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,12,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_6
43349,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,2,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,3,Class_6
15063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Class_2
12716,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Class_2
31232,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Class_5
39209,0,0,8,5,0,0,0,0,0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,2,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Class_6
17185,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_2
43652,0,0,21,6,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,2,1,0,9,0,7,3,5,0,0,0,0,2,1,2,0,0,1,0,0,0,1,1,2,0,10,0,0,0,0,0,0,0,23,1,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,Class_6
8366,1,0,0,0,0,0,0,4,0,0,1,2,4,18,0,1,0,1,0,1,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,4,0,0,0,5,0,1,0,0,0,0,0,10,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,3,1,0,4,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,Class_2
8971,2,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
